/TN0/D (temp=-40) X,/TN0/D (temp=-40) Y,/TN0/D (temp=-39) X,/TN0/D (temp=-39) Y,/TN0/D (temp=-38) X,/TN0/D (temp=-38) Y,/TN0/D (temp=-37) X,/TN0/D (temp=-37) Y,/TN0/D (temp=-36) X,/TN0/D (temp=-36) Y,/TN0/D (temp=-35) X,/TN0/D (temp=-35) Y,/TN0/D (temp=-34) X,/TN0/D (temp=-34) Y,/TN0/D (temp=-33) X,/TN0/D (temp=-33) Y,/TN0/D (temp=-32) X,/TN0/D (temp=-32) Y,/TN0/D (temp=-31) X,/TN0/D (temp=-31) Y,/TN0/D (temp=-30) X,/TN0/D (temp=-30) Y,/TN0/D (temp=-29) X,/TN0/D (temp=-29) Y,/TN0/D (temp=-28) X,/TN0/D (temp=-28) Y,/TN0/D (temp=-27) X,/TN0/D (temp=-27) Y,/TN0/D (temp=-26) X,/TN0/D (temp=-26) Y,/TN0/D (temp=-25) X,/TN0/D (temp=-25) Y,/TN0/D (temp=-24) X,/TN0/D (temp=-24) Y,/TN0/D (temp=-23) X,/TN0/D (temp=-23) Y,/TN0/D (temp=-22) X,/TN0/D (temp=-22) Y,/TN0/D (temp=-21) X,/TN0/D (temp=-21) Y,/TN0/D (temp=-20) X,/TN0/D (temp=-20) Y,/TN0/D (temp=-19) X,/TN0/D (temp=-19) Y,/TN0/D (temp=-18) X,/TN0/D (temp=-18) Y,/TN0/D (temp=-17) X,/TN0/D (temp=-17) Y,/TN0/D (temp=-16) X,/TN0/D (temp=-16) Y,/TN0/D (temp=-15) X,/TN0/D (temp=-15) Y,/TN0/D (temp=-14) X,/TN0/D (temp=-14) Y,/TN0/D (temp=-13) X,/TN0/D (temp=-13) Y,/TN0/D (temp=-12) X,/TN0/D (temp=-12) Y,/TN0/D (temp=-11) X,/TN0/D (temp=-11) Y,/TN0/D (temp=-10) X,/TN0/D (temp=-10) Y,/TN0/D (temp=-9) X,/TN0/D (temp=-9) Y,/TN0/D (temp=-8) X,/TN0/D (temp=-8) Y,/TN0/D (temp=-7) X,/TN0/D (temp=-7) Y,/TN0/D (temp=-6) X,/TN0/D (temp=-6) Y,/TN0/D (temp=-5) X,/TN0/D (temp=-5) Y,/TN0/D (temp=-4) X,/TN0/D (temp=-4) Y,/TN0/D (temp=-3) X,/TN0/D (temp=-3) Y,/TN0/D (temp=-2) X,/TN0/D (temp=-2) Y,/TN0/D (temp=-1) X,/TN0/D (temp=-1) Y,/TN0/D (temp=0) X,/TN0/D (temp=0) Y,/TN0/D (temp=1) X,/TN0/D (temp=1) Y,/TN0/D (temp=2) X,/TN0/D (temp=2) Y,/TN0/D (temp=3) X,/TN0/D (temp=3) Y,/TN0/D (temp=4) X,/TN0/D (temp=4) Y,/TN0/D (temp=5) X,/TN0/D (temp=5) Y,/TN0/D (temp=6) X,/TN0/D (temp=6) Y,/TN0/D (temp=7) X,/TN0/D (temp=7) Y,/TN0/D (temp=8) X,/TN0/D (temp=8) Y,/TN0/D (temp=9) X,/TN0/D (temp=9) Y,/TN0/D (temp=10) X,/TN0/D (temp=10) Y,/TN0/D (temp=11) X,/TN0/D (temp=11) Y,/TN0/D (temp=12) X,/TN0/D (temp=12) Y,/TN0/D (temp=13) X,/TN0/D (temp=13) Y,/TN0/D (temp=14) X,/TN0/D (temp=14) Y,/TN0/D (temp=15) X,/TN0/D (temp=15) Y,/TN0/D (temp=16) X,/TN0/D (temp=16) Y,/TN0/D (temp=17) X,/TN0/D (temp=17) Y,/TN0/D (temp=18) X,/TN0/D (temp=18) Y,/TN0/D (temp=19) X,/TN0/D (temp=19) Y,/TN0/D (temp=20) X,/TN0/D (temp=20) Y,/TN0/D (temp=21) X,/TN0/D (temp=21) Y,/TN0/D (temp=22) X,/TN0/D (temp=22) Y,/TN0/D (temp=23) X,/TN0/D (temp=23) Y,/TN0/D (temp=24) X,/TN0/D (temp=24) Y,/TN0/D (temp=25) X,/TN0/D (temp=25) Y,/TN0/D (temp=26) X,/TN0/D (temp=26) Y,/TN0/D (temp=27) X,/TN0/D (temp=27) Y,/TN0/D (temp=28) X,/TN0/D (temp=28) Y,/TN0/D (temp=29) X,/TN0/D (temp=29) Y,/TN0/D (temp=30) X,/TN0/D (temp=30) Y,/TN0/D (temp=31) X,/TN0/D (temp=31) Y,/TN0/D (temp=32) X,/TN0/D (temp=32) Y,/TN0/D (temp=33) X,/TN0/D (temp=33) Y,/TN0/D (temp=34) X,/TN0/D (temp=34) Y,/TN0/D (temp=35) X,/TN0/D (temp=35) Y,/TN0/D (temp=36) X,/TN0/D (temp=36) Y,/TN0/D (temp=37) X,/TN0/D (temp=37) Y,/TN0/D (temp=38) X,/TN0/D (temp=38) Y,/TN0/D (temp=39) X,/TN0/D (temp=39) Y,/TN0/D (temp=40) X,/TN0/D (temp=40) Y,/TN0/D (temp=41) X,/TN0/D (temp=41) Y,/TN0/D (temp=42) X,/TN0/D (temp=42) Y,/TN0/D (temp=43) X,/TN0/D (temp=43) Y,/TN0/D (temp=44) X,/TN0/D (temp=44) Y,/TN0/D (temp=45) X,/TN0/D (temp=45) Y,/TN0/D (temp=46) X,/TN0/D (temp=46) Y,/TN0/D (temp=47) X,/TN0/D (temp=47) Y,/TN0/D (temp=48) X,/TN0/D (temp=48) Y,/TN0/D (temp=49) X,/TN0/D (temp=49) Y,/TN0/D (temp=50) X,/TN0/D (temp=50) Y,/TN0/D (temp=51) X,/TN0/D (temp=51) Y,/TN0/D (temp=52) X,/TN0/D (temp=52) Y,/TN0/D (temp=53) X,/TN0/D (temp=53) Y,/TN0/D (temp=54) X,/TN0/D (temp=54) Y,/TN0/D (temp=55) X,/TN0/D (temp=55) Y,/TN0/D (temp=56) X,/TN0/D (temp=56) Y,/TN0/D (temp=57) X,/TN0/D (temp=57) Y,/TN0/D (temp=58) X,/TN0/D (temp=58) Y,/TN0/D (temp=59) X,/TN0/D (temp=59) Y,/TN0/D (temp=60) X,/TN0/D (temp=60) Y,/TN0/D (temp=61) X,/TN0/D (temp=61) Y,/TN0/D (temp=62) X,/TN0/D (temp=62) Y,/TN0/D (temp=63) X,/TN0/D (temp=63) Y,/TN0/D (temp=64) X,/TN0/D (temp=64) Y,/TN0/D (temp=65) X,/TN0/D (temp=65) Y,/TN0/D (temp=66) X,/TN0/D (temp=66) Y,/TN0/D (temp=67) X,/TN0/D (temp=67) Y,/TN0/D (temp=68) X,/TN0/D (temp=68) Y,/TN0/D (temp=69) X,/TN0/D (temp=69) Y,/TN0/D (temp=70) X,/TN0/D (temp=70) Y,/TN0/D (temp=71) X,/TN0/D (temp=71) Y,/TN0/D (temp=72) X,/TN0/D (temp=72) Y,/TN0/D (temp=73) X,/TN0/D (temp=73) Y,/TN0/D (temp=74) X,/TN0/D (temp=74) Y,/TN0/D (temp=75) X,/TN0/D (temp=75) Y,/TN0/D (temp=76) X,/TN0/D (temp=76) Y,/TN0/D (temp=77) X,/TN0/D (temp=77) Y,/TN0/D (temp=78) X,/TN0/D (temp=78) Y,/TN0/D (temp=79) X,/TN0/D (temp=79) Y,/TN0/D (temp=80) X,/TN0/D (temp=80) Y,/TN0/D (temp=81) X,/TN0/D (temp=81) Y,/TN0/D (temp=82) X,/TN0/D (temp=82) Y,/TN0/D (temp=83) X,/TN0/D (temp=83) Y,/TN0/D (temp=84) X,/TN0/D (temp=84) Y,/TN0/D (temp=85) X,/TN0/D (temp=85) Y,/TN0/D (temp=86) X,/TN0/D (temp=86) Y,/TN0/D (temp=87) X,/TN0/D (temp=87) Y,/TN0/D (temp=88) X,/TN0/D (temp=88) Y,/TN0/D (temp=89) X,/TN0/D (temp=89) Y,/TN0/D (temp=90) X,/TN0/D (temp=90) Y,/TN0/D (temp=91) X,/TN0/D (temp=91) Y,/TN0/D (temp=92) X,/TN0/D (temp=92) Y,/TN0/D (temp=93) X,/TN0/D (temp=93) Y,/TN0/D (temp=94) X,/TN0/D (temp=94) Y,/TN0/D (temp=95) X,/TN0/D (temp=95) Y,/TN0/D (temp=96) X,/TN0/D (temp=96) Y,/TN0/D (temp=97) X,/TN0/D (temp=97) Y,/TN0/D (temp=98) X,/TN0/D (temp=98) Y,/TN0/D (temp=99) X,/TN0/D (temp=99) Y,/TN0/D (temp=100) X,/TN0/D (temp=100) Y,/TN0/D (temp=101) X,/TN0/D (temp=101) Y,/TN0/D (temp=102) X,/TN0/D (temp=102) Y,/TN0/D (temp=103) X,/TN0/D (temp=103) Y,/TN0/D (temp=104) X,/TN0/D (temp=104) Y,/TN0/D (temp=105) X,/TN0/D (temp=105) Y,/TN0/D (temp=106) X,/TN0/D (temp=106) Y,/TN0/D (temp=107) X,/TN0/D (temp=107) Y,/TN0/D (temp=108) X,/TN0/D (temp=108) Y,/TN0/D (temp=109) X,/TN0/D (temp=109) Y,/TN0/D (temp=110) X,/TN0/D (temp=110) Y,/TN0/D (temp=111) X,/TN0/D (temp=111) Y,/TN0/D (temp=112) X,/TN0/D (temp=112) Y,/TN0/D (temp=113) X,/TN0/D (temp=113) Y,/TN0/D (temp=114) X,/TN0/D (temp=114) Y,/TN0/D (temp=115) X,/TN0/D (temp=115) Y,/TN0/D (temp=116) X,/TN0/D (temp=116) Y,/TN0/D (temp=117) X,/TN0/D (temp=117) Y,/TN0/D (temp=118) X,/TN0/D (temp=118) Y,/TN0/D (temp=119) X,/TN0/D (temp=119) Y,/TN0/D (temp=120) X,/TN0/D (temp=120) Y,/TN0/D (temp=121) X,/TN0/D (temp=121) Y,/TN0/D (temp=122) X,/TN0/D (temp=122) Y,/TN0/D (temp=123) X,/TN0/D (temp=123) Y,/TN0/D (temp=124) X,/TN0/D (temp=124) Y,/TN0/D (temp=125) X,/TN0/D (temp=125) Y
0,4.689434597554928e-05,0,4.697289788588158e-05,0,4.704776436050279e-05,0,4.711895956893691e-05,0,4.718650253704016e-05,0,4.725044371833876e-05,0,4.731082450270796e-05,0,4.736770386287754e-05,0,4.74211512642801e-05,0,4.747124536316181e-05,0,4.751807332315538e-05,0,4.756173040946649e-05,0,4.760231850753879e-05,0,4.763994564651117e-05,0,4.767469510331346e-05,0,4.770661751454915e-05,0,4.773575582492451e-05,0,4.776316036335305e-05,0,4.778626857109681e-05,0,4.780834013535693e-05,0,4.782855782079206e-05,0,4.784691644330626e-05,0,4.786338520787224e-05,0,4.787722044646911e-05,0,4.789040465691339e-05,0,4.790204741059504e-05,0,4.791225640906222e-05,0,4.792204164664148e-05,0,4.792963859953402e-05,0,4.793610226702611e-05,0,4.794152652671758e-05,0,4.794599600682839e-05,0,4.794958801807896e-05,0,4.79523932385401e-05,0,4.795448573807246e-05,0,4.795591919036782e-05,0,4.795675216833734e-05,0,4.79571090825586e-05,0,4.795697217442061e-05,0,4.795640934391843e-05,0,4.795399098833688e-05,0,4.795272669442905e-05,0,4.795119337445985e-05,0,4.794940074847219e-05,0,4.794744539975897e-05,0,4.794532259678714e-05,0,4.794306239754811e-05,0,4.794600021720221e-05,0,4.794008885090555e-05,0,4.793369032260784e-05,0,4.79332329230575e-05,0,4.793068000175866e-05,0,4.792812063251968e-05,0,4.792556826252784e-05,0,4.792307900248941e-05,0,4.792073386715392e-05,0,4.791845290478443e-05,0,4.791624640454289e-05,0,4.791412348530316e-05,0,4.791209305046593e-05,0,4.791016002098236e-05,0,4.790833148464075e-05,0,4.790661253884047e-05,0,4.790500967729097e-05,0,4.790352176711515e-05,0,4.79021545075155e-05,0,4.790091025324856e-05,0,4.789657467802447e-05,0,4.78966206842601e-05,0,4.78966811415529e-05,0,4.789675149839198e-05,0,4.789683005451056e-05,0,4.789691750722782e-05,0,4.789712657254163e-05,0,4.789722334502205e-05,0,4.789735994851162e-05,0,4.78975494652536e-05,0,4.789780526340538e-05,0,4.789813948203946e-05,0,4.789613121304126e-05,0,4.789663423739702e-05,0,4.79053920295117e-05,0,4.789792324281724e-05,0,4.789872059415646e-05,0,4.790183003325012e-05,0,4.790295775099162e-05,0,4.790416653968555e-05,0,4.790545034429311e-05,0,4.790681127982952e-05,0,4.790561100163493e-05,0,4.7907126784346e-05,0,4.790873337678671e-05,0,4.791039595023473e-05,0,4.79121356578973e-05,0,4.79164701245124e-05,0,4.791842535499782e-05,0,4.792042413135858e-05,0,4.791965804236641e-05,0,4.792174914991198e-05,0,4.792675515763525e-05,0,4.792897915040321e-05,0,4.793123004261841e-05,0,4.79334784220173e-05,0,4.793575433085449e-05,0,4.793801139316586e-05,0,4.794021042395832e-05,0,4.794236939160934e-05,0,4.79444733877144e-05,0,4.794669092516379e-05,0,4.794935309644334e-05,0,4.795307201984725e-05,0,4.795599903944083e-05,0,4.795896364215899e-05,0,4.796195830598132e-05,0,4.796498137064596e-05,0,4.796894575271653e-05,0,4.797201845069121e-05,0,4.797508872929048e-05,0,4.797821375658406e-05,0,4.798136748815786e-05,0,4.798453672659595e-05,0,4.798772163203329e-05,0,4.799093133815827e-05,0,4.799415863538085e-05,0,4.799754747708609e-05,0,4.800083059495042e-05,0,4.800414312847931e-05,0,4.800278091157491e-05,0,4.800596570887214e-05,0,4.800915970539896e-05,0,4.801236128648989e-05,0,4.801556901905797e-05,0,4.801878151221167e-05,0,4.802199728092679e-05,0,4.802521371687096e-05,0,4.802842785103343e-05,0,4.803163940349503e-05,0,4.803485032083528e-05,0,4.803804403156326e-05,0,4.804126935649712e-05,0,4.804446822255666e-05,0,4.804766013087272e-05,0,4.805084118015848e-05,0,4.805401310780345e-05,0,4.805717277924336e-05,0,4.806030891660678e-05,0,4.806344672599143e-05,0,4.80665566526955e-05,0,4.806964538924252e-05,0,4.807269514525965e-05,0,4.807570574020594e-05,0,4.807872205159029e-05,0,4.808175919187687e-05,0,4.808477447310569e-05,0,4.808776460789827e-05,0,4.809073201735938e-05,0,4.809367455788238e-05,0,4.809592782059091e-05,0,4.809873427394146e-05,0,4.810160670993307e-05,0,4.810446136638891e-05,0,4.810727699199166e-05,0,4.811009642618971e-05,0,4.81128762482528e-05,0,4.811573266475223e-05,0,4.811849046912131e-05
2e-12,4.689434881485713e-05,2e-12,4.69729004873452e-05,2e-12,4.704776674538905e-05,2e-12,4.711896175591912e-05,2e-12,4.718650463215606e-05,2e-12,4.72504456426383e-05,2e-12,4.731082626985026e-05,2e-12,4.736770548704015e-05,2e-12,4.742115275543367e-05,2e-12,4.74712467315073e-05,2e-12,4.751807457768355e-05,2e-12,4.756173155922558e-05,2e-12,4.760231956030916e-05,2e-12,4.763994660943919e-05,2e-12,4.767469643446711e-05,2e-12,4.770662046446597e-05,2e-12,4.773576234336894e-05,2e-12,4.776316485489271e-05,2e-12,4.778067264535709e-05,2e-12,4.780265604779218e-05,2e-12,4.782281837159349e-05,2e-12,4.784120458740219e-05,2e-12,4.785769864213155e-05,2e-12,4.787159810459825e-05,2e-12,4.788481668912008e-05,2e-12,4.789649020689947e-05,2e-12,4.790672651734191e-05,2e-12,4.791658854938958e-05,2e-12,4.792420573115454e-05,2e-12,4.793068632937753e-05,2e-12,4.793612447107616e-05,2e-12,4.794060471124334e-05,2e-12,4.794420376771499e-05,2e-12,4.794701424487214e-05,2e-12,4.794911010687557e-05,2e-12,4.795054329301832e-05,2e-12,4.795137216257925e-05,2e-12,4.795172679244903e-05,2e-12,4.795158282772979e-05,2e-12,4.795101017503493e-05,2e-12,4.795399848800919e-05,2e-12,4.795273302458037e-05,2e-12,4.795119869566249e-05,2e-12,4.794940582334778e-05,2e-12,4.794744966452837e-05,2e-12,4.794532630623307e-05,2e-12,4.794306578214811e-05,2e-12,4.790868855406969e-05,2e-12,4.790796126769976e-05,2e-12,4.790689730718527e-05,2e-12,4.793323584679041e-05,2e-12,4.793068308270357e-05,2e-12,4.792812403880399e-05,2e-12,4.792557220225265e-05,2e-12,4.792308330145703e-05,2e-12,4.792073767057708e-05,2e-12,4.791845624608506e-05,2e-12,4.791624931714198e-05,2e-12,4.791412600256335e-05,2e-12,4.791209518921497e-05,2e-12,4.791016183278567e-05,2e-12,4.790833300274302e-05,2e-12,4.790661379637026e-05,2e-12,4.790501066094384e-05,2e-12,4.790352256175045e-05,2e-12,4.790215514142049e-05,2e-12,4.790091075280881e-05,2e-12,4.789033190090633e-05,2e-12,4.789032789115067e-05,2e-12,4.789034125309752e-05,2e-12,4.789036746443524e-05,2e-12,4.789040467466746e-05,2e-12,4.789045329572862e-05,2e-12,4.789062483026606e-05,2e-12,4.789068663529661e-05,2e-12,4.78907890464601e-05,2e-12,4.78909446544537e-05,2e-12,4.789116646052932e-05,2e-12,4.789146639112541e-05,2e-12,4.789614242429828e-05,2e-12,4.78966427873294e-05,2e-12,4.785277256049555e-05,2e-12,4.789792556589206e-05,2e-12,4.789872229578766e-05,2e-12,4.789493569321778e-05,2e-12,4.789602809499543e-05,2e-12,4.789720151529794e-05,2e-12,4.789844970604327e-05,2e-12,4.789977472677352e-05,2e-12,4.790562232332835e-05,2e-12,4.790713582440751e-05,2e-12,4.790873971044483e-05,2e-12,4.791040113960232e-05,2e-12,4.791213996661665e-05,2e-12,4.79091961868707e-05,2e-12,4.791111474704562e-05,2e-12,4.791307540717245e-05,2e-12,4.791967155088607e-05,2e-12,4.792176288340704e-05,2e-12,4.791928281824419e-05,2e-12,4.792146340003405e-05,2e-12,4.792366822472938e-05,2e-12,4.792586766884481e-05,2e-12,4.792809428438832e-05,2e-12,4.793030127846638e-05,2e-12,4.79324508831145e-05,2e-12,4.793456145946015e-05,2e-12,4.793661982163004e-05,2e-12,4.793879402082927e-05,2e-12,4.794141143358064e-05,2e-12,4.794276388512566e-05,2e-12,4.79454491791947e-05,2e-12,4.79483679386598e-05,2e-12,4.795131597380971e-05,2e-12,4.795429323285854e-05,2e-12,4.795607505641055e-05,2e-12,4.795909414926811e-05,2e-12,4.79622204511492e-05,2e-12,4.796527335962205e-05,2e-12,4.796833909555806e-05,2e-12,4.797143434481703e-05,2e-12,4.797455229256442e-05,2e-12,4.797767827785853e-05,2e-12,4.798081846620122e-05,2e-12,4.798390184538027e-05,2e-12,4.798708910576559e-05,2e-12,4.799029997683198e-05,2e-12,4.800278116770115e-05,2e-12,4.800596596039027e-05,2e-12,4.800915995351869e-05,2e-12,4.801236153288147e-05,2e-12,4.801556926735064e-05,2e-12,4.80187817635578e-05,2e-12,4.802199753532684e-05,2e-12,4.802521405328333e-05,2e-12,4.802842844144962e-05,2e-12,4.803164069080707e-05,2e-12,4.803485204322748e-05,2e-12,4.803804706877331e-05,2e-12,4.804127092425673e-05,2e-12,4.804446984059632e-05,2e-12,4.804766164637004e-05,2e-12,4.805084288775189e-05,2e-12,4.805401479522686e-05,2e-12,4.805717453952037e-05,2e-12,4.806031169338077e-05,2e-12,4.806344915965773e-05,2e-12,4.806655950294613e-05,2e-12,4.80696467636375e-05,2e-12,4.807269607273944e-05,2e-12,4.807570528556139e-05,2e-12,4.807872062472866e-05,2e-12,4.808175774911191e-05,2e-12,4.80847730224476e-05,2e-12,4.8087763102339e-05,2e-12,4.809073048114454e-05,2e-12,4.809367298573833e-05,2e-12,4.809594162702245e-05,2e-12,4.809876138900554e-05,2e-12,4.810163977432197e-05,2e-12,4.810450166050947e-05,2e-12,4.810732518947389e-05,2e-12,4.811014893914833e-05,2e-12,4.811293510631954e-05,2e-12,4.811578123607774e-05,2e-12,4.811853895051763e-05
6.000000000000001e-12,4.689434845260336e-05,6.000000000000001e-12,4.697290015125096e-05,6.000000000000001e-12,4.704776643349523e-05,6.000000000000001e-12,4.711896146649709e-05,6.000000000000001e-12,4.718650435218384e-05,6.000000000000001e-12,4.725044538254493e-05,6.000000000000001e-12,4.73108260283681e-05,6.000000000000001e-12,4.736770526272869e-05,6.000000000000001e-12,4.742115254737098e-05,6.000000000000001e-12,4.74712465387715e-05,6.000000000000001e-12,4.751807439923739e-05,6.000000000000001e-12,4.75617313942048e-05,6.000000000000001e-12,4.760231940784942e-05,6.000000000000001e-12,4.763994646890671e-05,6.000000000000001e-12,4.767469623896633e-05,6.000000000000001e-12,4.770662003226726e-05,6.000000000000001e-12,4.773576139046978e-05,6.000000000000001e-12,4.776316426245661e-05,6.000000000000001e-12,4.778119267248891e-05,6.000000000000001e-12,4.78031869920055e-05,6.000000000000001e-12,4.782335532128977e-05,6.000000000000001e-12,4.784173718222728e-05,6.000000000000001e-12,4.785822709994752e-05,6.000000000000001e-12,4.787212233007754e-05,6.000000000000001e-12,4.788533503942898e-05,6.000000000000001e-12,4.789700306238601e-05,6.000000000000001e-12,4.790723424239299e-05,6.000000000000001e-12,4.791708100534266e-05,6.000000000000001e-12,4.792469406691525e-05,6.000000000000001e-12,4.793117088063613e-05,6.000000000000001e-12,4.793660554217785e-05,6.000000000000001e-12,4.794108262116757e-05,6.000000000000001e-12,4.794467892780232e-05,6.000000000000001e-12,4.794748679387118e-05,6.000000000000001e-12,4.794958019131319e-05,6.000000000000001e-12,4.795101133247229e-05,6.000000000000001e-12,4.795183864686228e-05,6.000000000000001e-12,4.795219121740838e-05,6.000000000000001e-12,4.795204585435977e-05,6.000000000000001e-12,4.795147217370431e-05,6.000000000000001e-12,4.795399834223101e-05,6.000000000000001e-12,4.795273286290092e-05,6.000000000000001e-12,4.795119850782575e-05,6.000000000000001e-12,4.79494056299801e-05,6.000000000000001e-12,4.794744943273086e-05,6.000000000000001e-12,4.794532603439226e-05,6.000000000000001e-12,4.794306547758129e-05,6.000000000000001e-12,4.791183558914664e-05,6.000000000000001e-12,4.791068324641913e-05,6.000000000000001e-12,4.790918462303511e-05,6.000000000000001e-12,4.793323535122484e-05,6.000000000000001e-12,4.79306824990997e-05,6.000000000000001e-12,4.792812333506923e-05,6.000000000000001e-12,4.792557133361879e-05,6.000000000000001e-12,4.792308231753246e-05,6.000000000000001e-12,4.792073679335984e-05,6.000000000000001e-12,4.791845547015894e-05,6.000000000000001e-12,4.791624863691803e-05,6.000000000000001e-12,4.791412541204922e-05,6.000000000000001e-12,4.79120946862211e-05,6.000000000000001e-12,4.791016140630714e-05,6.000000000000001e-12,4.790833264580806e-05,6.000000000000001e-12,4.790661350194959e-05,6.000000000000001e-12,4.790501043330095e-05,6.000000000000001e-12,4.79035223801433e-05,6.000000000000001e-12,4.790215499922312e-05,6.000000000000001e-12,4.790091064362573e-05,6.000000000000001e-12,4.789085560473427e-05,6.000000000000001e-12,4.789084872035658e-05,6.000000000000001e-12,4.789085931306279e-05,6.000000000000001e-12,4.789088289505295e-05,6.000000000000001e-12,4.78909176570836e-05,6.000000000000001e-12,4.789096405965916e-05,6.000000000000001e-12,4.789113280664121e-05,6.000000000000001e-12,4.78911930929913e-05,6.000000000000001e-12,4.789129432880806e-05,6.000000000000001e-12,4.789144911924975e-05,6.000000000000001e-12,4.789167046268689e-05,6.000000000000001e-12,4.789197026660174e-05,6.000000000000001e-12,4.789614130136159e-05,6.000000000000001e-12,4.789664179650822e-05,6.000000000000001e-12,4.785682156241183e-05,6.000000000000001e-12,4.789792508151725e-05,6.000000000000001e-12,4.789872188591049e-05,6.000000000000001e-12,4.789545259775065e-05,6.000000000000001e-12,4.789654501531794e-05,6.000000000000001e-12,4.789771853143745e-05,6.000000000000001e-12,4.789896701043433e-05,6.000000000000001e-12,4.790029250309271e-05,6.000000000000001e-12,4.790562157230639e-05,6.000000000000001e-12,4.790713515468285e-05,6.000000000000001e-12,4.79087391247256e-05,6.000000000000001e-12,4.791040062152446e-05,6.000000000000001e-12,4.791213950765282e-05,6.000000000000001e-12,4.790972531916267e-05,6.000000000000001e-12,4.791164430879075e-05,6.000000000000001e-12,4.791360599197613e-05,6.000000000000001e-12,4.791967099898388e-05,6.000000000000001e-12,4.792176235046039e-05,6.000000000000001e-12,4.791981877069827e-05,6.000000000000001e-12,4.792200160267496e-05,6.000000000000001e-12,4.792420941594348e-05,6.000000000000001e-12,4.792641281188594e-05,6.000000000000001e-12,4.792864349943406e-05,6.000000000000001e-12,4.79308551783551e-05,6.000000000000001e-12,4.793301012625476e-05,6.000000000000001e-12,4.793512647483867e-05,6.000000000000001e-12,4.793719093291221e-05,6.000000000000001e-12,4.793937036442421e-05,6.000000000000001e-12,4.794199009351358e-05,6.000000000000001e-12,4.794350712404681e-05,6.000000000000001e-12,4.794620731346225e-05,6.000000000000001e-12,4.79491265970268e-05,6.000000000000001e-12,4.795207523434319e-05,6.000000000000001e-12,4.795505305995184e-05,6.000000000000001e-12,4.795698256498005e-05,6.000000000000001e-12,4.796000241573175e-05,6.000000000000001e-12,4.796312175632539e-05,6.000000000000001e-12,4.796617666901225e-05,6.000000000000001e-12,4.796924532811038e-05,6.000000000000001e-12,4.797234259955406e-05,6.000000000000001e-12,4.797546213489846e-05,6.000000000000001e-12,4.797859066850674e-05,6.000000000000001e-12,4.798173355708949e-05,6.000000000000001e-12,4.798482932743667e-05,6.000000000000001e-12,4.798801802390207e-05,6.000000000000001e-12,4.799122941200476e-05,6.000000000000001e-12,4.80027811519725e-05,6.000000000000001e-12,4.800596594592915e-05,6.000000000000001e-12,4.800915993992175e-05,6.000000000000001e-12,4.801236151980312e-05,6.000000000000001e-12,4.801556925375372e-05,6.000000000000001e-12,4.801878174950005e-05,6.000000000000001e-12,4.802199752086582e-05,6.000000000000001e-12,4.802521403340662e-05,6.000000000000001e-12,4.802842840953159e-05,6.000000000000001e-12,4.803164053104582e-05,6.000000000000001e-12,4.803485181749953e-05,6.000000000000001e-12,4.803804676688045e-05,6.000000000000001e-12,4.804127068873519e-05,6.000000000000001e-12,4.804446959061423e-05,6.000000000000001e-12,4.80476614189147e-05,6.000000000000001e-12,4.805084261017385e-05,6.000000000000001e-12,4.805401451995355e-05,6.000000000000001e-12,4.805717424206654e-05,6.000000000000001e-12,4.806031110083738e-05,6.000000000000001e-12,4.806344866321189e-05,6.000000000000001e-12,4.80665588663887e-05,6.000000000000001e-12,4.806964638582131e-05,6.000000000000001e-12,4.807269585094483e-05,6.000000000000001e-12,4.807570559139379e-05,6.000000000000001e-12,4.807872137913839e-05,6.000000000000001e-12,4.808175850478696e-05,6.000000000000001e-12,4.808477377858156e-05,6.000000000000001e-12,4.80877638880268e-05,6.000000000000001e-12,4.809073128872374e-05,6.000000000000001e-12,4.809367382483041e-05,6.000000000000001e-12,4.809594697925712e-05,6.000000000000001e-12,4.809876484544052e-05,6.000000000000001e-12,4.810164198207815e-05,6.000000000000001e-12,4.810450209030686e-05,6.000000000000001e-12,4.810732401766936e-05,6.000000000000001e-12,4.811014658272535e-05,6.000000000000001e-12,4.811293127169661e-05,6.000000000000001e-12,4.811577850023187e-05,6.000000000000001e-12,4.811853572922235e-05
